Person_id,Family_Number,Person_Number,Gender,Age,Nationality_Type,Trips_Done,Occupation_Status,License_Type
2222406,22224,6,Female,16,Saudi,Yes,Student - Secondary School,No License
2222407,22224,7,Male,15,Saudi,Yes,Student - Primary School,No License
2222408,22224,8,Male,10,Saudi,Yes,Student - Elementary School,No License
2253501,22535,1,Male,58,Saudi,Yes,Self-Employed (own business),Car Only
2253502,22535,2,Female,55,Saudi,sick,House Person,No License
2253503,22535,3,Male,35,Saudi,Yes,Full Time Employed,Car Only
2253504,22535,4,Male,32,Saudi,Yes,Full Time Employed,Car Only
2253505,22535,5,Male,23,Saudi,Yes,Student - University: Full-Time (does not work),Car Only
2253506,22535,6,Female,17,Saudi,Yes,Student - Secondary School,No License
2118101,21181,1,Male,23,Saudi,Yes,Full Time Employed,Car Only
2118102,21181,2,Female,20,Saudi,Yes,House Person,No License
2118103,21181,3,Male,2,Saudi,Yes,Child not at nursery,No License
2081001,20810,1,Male,40,Saudi,Yes,Full Time Employed,Car Only
2081002,20810,2,Female,35,Saudi,housewife,Unemployed,No License
2081003,20810,3,Female,14,Saudi,Yes,Student - Primary School,No License
2081004,20810,4,Female,9,Saudi,Yes,Student - Elementary School,No License
2081005,20810,5,Male,2,Saudi,no,Child not at nursery,No License
2452601,24526,1,Male,53,Saudi,Yes,Retired,Car Only
2452602,24526,2,Female,47,Saudi,nothing,Unemployed,No License
2452603,24526,3,Female,17,Saudi,Yes,Student - Secondary School,No License
2452604,24526,4,Female,9,Saudi,She did not go to school and did not leave the house,Student - Elementary School,No License
2452605,24526,5,Female,2,Saudi,no,Child not at nursery,No License
2382901,23829,1,Male,48,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2382902,23829,2,Female,41,Non-Saudi Arab,Yes,House Person,Car Only
2382903,23829,3,Male,20,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2382904,23829,4,Female,19,Non-Saudi Arab,Yes,Student - College: Full-Time (does not work),Car Only
2262001,22620,1,Male,45-54,Saudi,Yes,Refused to Answer,Car Only
2262002,22620,2,Female,34-44,Saudi,Yes,Refused to Answer,Car Only
2262003,22620,3,Female,06-Nov,Saudi,Yes,Student - Elementary School,No License
2262004,22620,4,Female,06-Nov,Saudi,Yes,Student - Elementary School,No License
2087201,20872,1,Male,38,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2087202,20872,2,Female,30,Non-Saudi Arab,Yes,Unemployed,No License
2087203,20872,3,Male,2,Non-Saudi Arab,infant,Child not at nursery,No License
2243901,22439,1,Male,34-44,Saudi,Yes,Full Time Employed,Car Only
2243902,22439,2,Female,25-34,Saudi,Yes,Full Time Employed,Car Only
2243903,22439,3,Male,06-Nov,Saudi,Yes,Student - Elementary School,No License
2194401,21944,1,Male,24,Saudi,Yes,Full Time Employed,Car Only
2194402,21944,2,Female,20,Saudi,Yes,Part Time Work (<5 hours a day),No License
2440701,24407,1,Male,48,Saudi,Yes,Full Time Employed,Car Only
2440702,24407,2,Female,45,Saudi,housewife,Unemployed,No License
2440703,24407,3,Male,18,Saudi,Yes,Student - College: Full-Time (does not work),Car Only
2440704,24407,4,Female,21,Saudi,Yes,Student - University: Full-Time (does not work),No License
2440705,24407,5,Female,11,Saudi,Yes,Student - Elementary School,No License
2086501,20865,1,Male,30,Saudi,Yes,Full Time Employed,Car Only
2086502,20865,2,Female,28,Saudi,Yes,Unemployed,No License
2086503,20865,3,Male,4,Saudi,child,Child not at nursery,No License
2086504,20865,4,Male,2,Saudi,child,Child not at nursery,No License
2424001,24240,1,Male,48,Saudi,Yes,Retired,Car Only
2424002,24240,2,Female,43,Saudi,Yes,House Person,No License
2424003,24240,3,Female,20,Saudi,Yes,Full Time Employed,No License
2424004,24240,4,Male,11,Saudi,nothing,Student - Elementary School,No License
2019601,20196,1,Male,45-54,Saudi,Yes,Full Time Employed,Car Only
2019602,20196,2,Female,34-44,Saudi,Yes,House Person,No License
2019603,20196,3,Male,25-34,Saudi,Yes,Full Time Employed,Car Only
2019604,20196,4,Male,18-24,Saudi,Yes,Student - University: Full-Time (does not work),Car Only
2019605,20196,5,Female,Dec-15,Saudi,Yes,Student - Primary School,No License
2019606,20196,6,Female,Dec-15,Saudi,Yes,Student - Primary School,No License
2090201,20902,1,Male,50,Saudi,Yes,Full Time Employed,Car Only
2090202,20902,2,Female,41,Saudi,Yes,Unemployed,Car Only
2090203,20902,3,Male,12,Saudi,Yes,Student - Elementary School,No License
2090204,20902,4,Male,10,Saudi,Yes,Student - Elementary School,No License
2402001,24020,1,Male,40,Saudi,Yes,Full Time Employed,Car Only
2402002,24020,2,Female,35,Saudi,Yes,Unemployed,Car Only
2402003,24020,3,Female,9,Saudi,Yes,Student - Elementary School,No License
2560801,25608,1,Male,48,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2402701,24027,1,Male,65,Saudi,Yes,Retired,Car Only
2402702,24027,2,Female,60,Saudi,Yes,Unemployed,No License
2402703,24027,3,Male,27,Saudi,Yes,Full Time Employed,Car Only
2070801,20708,1,Male,45,Saudi,Yes,Full Time Employed,Car Only
2070802,20708,2,Female,34-44,Saudi,Yes,Full Time Employed,Car Only
2070803,20708,3,Male,16,Saudi,Yes,Student - Secondary School,No License
2049701,20497,1,Male,36,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2049702,20497,2,Female,33,Non-Saudi Non-Arab,Yes,Unemployed,Car Only
2049703,20497,3,Male,8,Non-Saudi Non-Arab,Yes,Student - Elementary School,No License
2306501,23065,1,Male,20,Saudi,Yes,Unemployed,Car Only
2306502,23065,2,Female,23,Saudi,Yes,Unemployed,No License
2306503,23065,3,Female,27,Saudi,Watch movies,Unemployed,No License
2306504,23065,4,Female,55-64,Saudi,house arrangement,House Person,No License
2306505,23065,5,Male,55-64,Saudi,Friends / Family Visiting,Retired,Car Only
2306506,23065,6,Female,31,Saudi,Yes,Full Time Employed,Car Only
2306507,23065,7,Female,3,Saudi,no,Child not at nursery,No License
2306508,23065,8,Female,5,Saudi,no,Child not at nursery,No License
2306509,23065,9,Male,6,Saudi,Yes,Student - Elementary School,No License
2306510,23065,10,Male,6,Saudi,Yes,Student - Elementary School,No License
2242401,22424,1,Male,34-44,Saudi,Yes,Full Time Employed,Car Only
2242402,22424,2,Female,34-44,Saudi,Yes,Full Time Employed,No License
2379601,23796,1,Male,35,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2379602,23796,2,Female,30,Non-Saudi Arab,Yes,House Person,No License
2253701,22537,1,Male,45,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2253702,22537,2,Female,68,Non-Saudi Arab,Old women,Disabled / Sick,No License
2253703,22537,3,Female,36,Non-Saudi Arab,Yes,House Person,Car Only
2342001,23420,1,Male,25-34,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2052001,20520,1,Female,50,Saudi,Yes,House Person,No License
2052002,20520,2,Female,24,Saudi,Yes,Full Time Employed,Car Only
2052003,20520,3,Female,22,Saudi,Yes,Student - University: Full-Time (does not work),No License
2410901,24109,1,Male,45,Saudi,Yes,Full Time Employed,Car Only
2410902,24109,2,Female,40,Saudi,There is no reason to go out,House Person,No License
2410903,24109,3,Male,27,Saudi,Yes,Full Time Employed,Car Only
2410904,24109,4,Male,23,Saudi,Yes,Student - University: Full-Time (does not work),Car Only
2410905,24109,5,Female,19,Saudi,Yes,Student - College: Full-Time (does not work),No License
2410906,24109,6,Male,15,Saudi,Yes,Student - Primary School,No License
2410907,24109,7,Female,10,Saudi,Yes,Student - Elementary School,No License
2087601,20876,1,Male,38,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2087602,20876,2,Female,29,Non-Saudi Arab,Yes,Unemployed,No License
2087603,20876,3,Male,3,Non-Saudi Arab,child,Child not at nursery,No License
2383001,23830,1,Female,45,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2383002,23830,2,Female,40,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2383003,23830,3,Male,50,Non-Saudi Arab,of special needs,Disabled / Sick,No License
2383004,23830,4,Female,80,Non-Saudi Arab,I manage the affairs of the handicapped boy,House Person,No License
2079701,20797,1,Male,37,Saudi,Yes,Full Time Employed,Car Only
2079702,20797,2,Female,34,Saudi,Yes,House Person,No License
2079703,20797,3,Female,14,Saudi,Yes,Student - Primary School,No License
2079704,20797,4,Male,12,Saudi,Yes,Student - Elementary School,No License
2079705,20797,5,Female,9,Saudi,Yes,Student - Elementary School,No License
2090701,20907,1,Male,34-44,Saudi,Yes,Full Time Employed,Car Only
2090702,20907,2,Female,40,Saudi,Yes,Full Time Employed,Car Only
2090703,20907,3,Female,11,Saudi,Yes,Student - Elementary School,No License
2090704,20907,4,Female,9,Saudi,Yes,Student - Elementary School,No License
2242501,22425,1,Male,34-44,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2242502,22425,2,Male,34-44,Non-Saudi Arab,Yes,Full Time Employed,No License
2244001,22440,1,Male,57,Saudi,Yes,Full Time Employed,Car Only
2244002,22440,2,Female,49,Saudi,housewife,Unemployed,No License
2244003,22440,3,Male,28,Saudi,Yes,Full Time Employed,Car Only
2244004,22440,4,Female,26,Saudi,Yes,Full Time Employed,Car Only
2244005,22440,5,Female,24,Saudi,Yes,Student - College: Full-Time (does not work),Car Only
2328701,23287,1,Male,34-44,Non-Saudi Non-Arab,Yes,Part Time Work (<5 hours a day),Motorcycle Only
2328702,23287,2,Female,25-34,Non-Saudi Non-Arab,Yes,Unemployed,No License
2328703,23287,3,Female,06-Nov,Non-Saudi Non-Arab,Yes,Student - Elementary School,No License
2151401,21514,1,Male,45-54,Saudi,Yes,Retired,Car Only
2151402,21514,2,Female,45-54,Saudi,Yes,House Person,No License
2151403,21514,3,Male,34-44,Saudi,Yes,Full Time Employed,No License
2440801,24408,1,Male,30,Saudi,Yes,Full Time Employed,Car Only
2440802,24408,2,Female,29,Saudi,Yes,Unemployed,Car Only
2440803,24408,3,Male,4,Saudi,Incubation,Child not at nursery,No License
2440804,24408,4,Male,2,Saudi,no,Child not at nursery,No License
2446901,24469,1,Male,47,Saudi,Yes,Full Time Employed,Car Only
2446902,24469,2,Female,37,Saudi,There is no reason,House Person,No License
2446903,24469,3,Male,23,Saudi,There is no reason,Unemployed,Car Only
2446904,24469,4,Female,21,Saudi,There is no reason,Unemployed,No License
2446905,24469,5,Female,17,Saudi,Yes,Student - Secondary School,No License
2446906,24469,6,Male,11,Saudi,Yes,Student - Elementary School,No License
2446907,24469,7,Female,2,Saudi,baby girl,Child not at nursery,No License
2306601,23066,1,Male,25-34,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2306602,23066,2,Female,34-44,Non-Saudi Non-Arab,Don't like going out,Unemployed,No License
2306603,23066,3,Female,45-54,Non-Saudi Non-Arab,Do sewing,House Person,No License
2306604,23066,4,Male,18-24,Non-Saudi Non-Arab,Play PlayStation at home,Unemployed,No License
2306605,23066,5,Female,18-24,Non-Saudi Non-Arab,Yes,Unemployed,No License
2405201,24052,1,Male,33,Saudi,Yes,Full Time Employed,Car Only
2405202,24052,2,Female,30,Saudi,Yes,Unemployed,No License
2050901,20509,1,Male,36,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2050902,20509,2,Female,34,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2050903,20509,3,Male,13,Non-Saudi Non-Arab,Yes,Student - Primary School,No License
2050904,20509,4,Male,8,Non-Saudi Non-Arab,Yes,Student - Elementary School,No License
2242601,22426,1,Male,25-34,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2242602,22426,2,Female,25-34,Non-Saudi Non-Arab,Yes,Unemployed,No License
2242603,22426,3,Male,<=5,Non-Saudi Non-Arab,no,Child not at nursery,No License
2019501,20195,1,Male,55-64,Saudi,Yes,Full Time Employed,Car Only
2019502,20195,2,Female,34-44,Saudi,Yes,Full Time Employed,No License
2019503,20195,3,Female,16-17,Saudi,Yes,Student - Secondary School,No License
2262101,22621,1,Male,55-64,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2262102,22621,2,Female,45-54,Non-Saudi Arab,Yes,Unemployed,No License
2262103,22621,3,Male,41,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2262104,22621,4,Female,34-44,Non-Saudi Arab,Yes,Unemployed,No License
2262105,22621,5,Male,16-17,Non-Saudi Arab,Yes,Student - Secondary School,No License
2262106,22621,6,Male,13,Non-Saudi Arab,Yes,Student - Primary School,No License
2262107,22621,7,Female,9,Non-Saudi Arab,Yes,Student - Elementary School,No License
2262108,22621,8,Female,3,Non-Saudi Arab,child,Child not at nursery,No License
2262109,22621,9,Female,1,Non-Saudi Arab,child,Child not at nursery,No License
2074201,20742,1,Male,47,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2074202,20742,2,Female,43,Non-Saudi Arab,illness,House Person,No License
2074203,20742,3,Female,26,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2074204,20742,4,Male,5,Non-Saudi Arab,no,Child not at nursery,No License
2087701,20877,1,Male,48,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2087702,20877,2,Male,40,Non-Saudi Non-Arab,Yes,Full Time Employed,No License
2151501,21515,1,Male,55-64,Saudi,Yes,Retired,Car Only
2151502,21515,2,Female,55-64,Saudi,Yes,Retired,No License
2244101,22441,1,Male,46,Saudi,Yes,Full Time Employed,Car Only
2244102,22441,2,Female,35,Saudi,housewife,Unemployed,No License
2244103,22441,3,Female,4,Saudi,no,Child not at nursery,No License
2244104,22441,4,Female,13,Saudi,Yes,Student - Primary School,No License
2244105,22441,5,Male,15,Saudi,Yes,Student - Primary School,No License
2341901,23419,1,Male,65-74,Non-Saudi Arab,Yes,Retired,Car Only
2128601,21286,1,Male,48,Saudi,Yes,Full Time Employed,Car Only
2128602,21286,2,Female,44,Saudi,Yes,House Person,No License
2128603,21286,3,Female,20,Saudi,Yes,Student - University: Full-Time (does not work),No License
2128604,21286,4,Female,18,Saudi,Yes,Student - University: Full-Time (does not work),No License
2128605,21286,5,Female,16,Saudi,Yes,Student - Secondary School,No License
2128606,21286,6,Female,12,Saudi,There is no desire to go out,Student - Elementary School,No License
2328601,23286,1,Female,34-44,Saudi,Yes,Full Time Employed,Car Only
2328602,23286,2,Male,06-Nov,Saudi,Yes,Student - Elementary School,No License
2328603,23286,3,Female,06-Nov,Saudi,Yes,Student - Elementary School,No License
2201501,22015,1,Male,28,Non-Saudi Non-Arab,Yes,Full Time Employed,No License
2201502,22015,2,Male,25,Non-Saudi Non-Arab,Yes,Full Time Employed,No License
2201503,22015,3,Male,37,Non-Saudi Non-Arab,Yes,Full Time Employed,No License
2377801,23778,1,Male,37,Saudi,Yes,Full Time Employed,Car Only
2377802,23778,2,Female,36,Saudi,Yes,Full Time Employed,Car Only
2377803,23778,3,Male,06-Nov,Saudi,Yes,Student - Elementary School,No License
2377804,23778,4,Male,06-Nov,Saudi,Yes,Student - Elementary School,No License
2377805,23778,5,Male,06-Nov,Saudi,Yes,Student - Elementary School,No License
2377806,23778,6,Male,<=5,Saudi,no,Child not at nursery,No License
2406901,24069,1,Male,27,Saudi,Yes,Full Time Employed,Car Only
2406902,24069,2,Female,25,Saudi,Yes,Unemployed,No License
2387701,23877,1,Male,45-54,Non-Saudi Arab,Unemployed,Unemployed,Car Only
2387702,23877,2,Female,34-44,Saudi,Yes,Full Time Employed,No License
2387703,23877,3,Male,13,Non-Saudi Arab,Yes,Student - Primary School,No License
2387704,23877,4,Male,06-Nov,Non-Saudi Arab,Yes,Student - Elementary School,No License
2387705,23877,5,Male,<=5,Non-Saudi Arab,no,Child not at nursery,No License
2306401,23064,1,Male,39,Saudi,Yes,Full Time Employed,Car Only
2109001,21090,1,Male,55,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2109002,21090,2,Male,45,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2109003,21090,3,Male,35,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2109004,21090,4,Male,35,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2242701,22427,1,Male,34-44,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2242702,22427,2,Female,25-34,Non-Saudi Arab,Yes,Unemployed,No License
2242703,22427,3,Male,06-Nov,Non-Saudi Arab,Yes,Student - Elementary School,No License
2242704,22427,4,Female,<=5,Non-Saudi Arab,no,Child not at nursery,No License
2050801,20508,1,Male,46,Saudi,Yes,Full Time Employed,Car Only
2050802,20508,2,Female,43,Saudi,female traveler,Unemployed,No License
2050803,20508,3,Female,27,Saudi,Yes,Full Time Employed,Car Only
2253801,22538,1,Male,47,Saudi,Yes,Full Time Employed,Car Only
2253802,22538,2,Female,42,Saudi,Yes,House Person,No License
2253803,22538,3,Female,19,Saudi,Yes,Student - College: Full-Time (does not work),No License
2253804,22538,4,Female,17,Saudi,Yes,Student - Secondary School,No License
2253805,22538,5,Male,15,Saudi,Yes,Student - Primary School,No License
2253806,22538,6,Male,11,Saudi,Yes,Student - Elementary School,No License
2253807,22538,7,Female,5,Saudi,There is no custody,Child not at nursery,No License
2275901,22759,1,Female,63,Non-Saudi Arab,Yes,House Person,No License
2275902,22759,2,Male,27,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2275903,22759,3,Male,25,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2399401,23994,1,Male,30,Saudi,Yes,Full Time Employed,Car Only
2399402,23994,2,Female,25-34,Saudi,Yes,Unemployed,Car Only
2399403,23994,3,Female,06-Nov,Saudi,Yes,Student - Elementary School,No License
2399404,23994,4,Female,06-Nov,Saudi,Yes,Student - Elementary School,No License
2073801,20738,1,Male,46,Saudi,Yes,Unemployed,Car Only
2073802,20738,2,Female,45-54,Non-Saudi Arab,Yes,Unemployed,Provisional License (Permit/Learner)
2073803,20738,3,Male,19,Saudi,Yes,Unemployed,No License
2151101,21511,1,Male,65-74,Saudi,Yes,House Person,Car Only
2151102,21511,2,Male,45-54,Saudi,Yes,Retired,Car Only
2151103,21511,3,Male,25-34,Saudi,Yes,Full Time Employed,Car Only
2079801,20798,1,Male,47,Saudi,Yes,Full Time Employed,Car Only
2079802,20798,2,Female,45,Saudi,Relatives and friends visit my house,House Person,No License
2079803,20798,3,Male,29,Saudi,Yes,Full Time Employed,Car Only
2079804,20798,4,Male,16,Saudi,Yes,Student - Secondary School,No License
2079805,20798,5,Female,13,Saudi,Yes,Student - Primary School,No License
2262201,22622,1,Male,34-44,Saudi,Yes,Refused to Answer,Car Only
2262202,22622,2,Female,34-44,Saudi,Yes,Refused to Answer,No License
2262203,22622,3,Female,06-Nov,Saudi,Yes,Student - Elementary School,No License
2262204,22622,4,Male,06-Nov,Saudi,Yes,Student - Elementary School,No License
2220801,22208,1,Male,45,Saudi,Yes,Full Time Employed,Car Only
2220802,22208,2,Female,42,Saudi,Yes,Full Time Employed,Car Only
2220803,22208,3,Male,22,Saudi,Yes,Student - University: Full-Time (does not work),Car Only
2220804,22208,4,Male,40,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2220805,22208,5,Female,38,Non-Saudi Non-Arab,Yes,House Person,No License
2220806,22208,6,Female,13,Saudi,Yes,Student - Primary School,No License
2220807,22208,7,Male,5,Saudi,sick,Child not at nursery,No License
2009801,20098,1,Male,61,Saudi,Yes,Retired,Car Only
2009802,20098,2,Female,53,Saudi,Because there is no need,Unemployed,No License
2009803,20098,3,Male,22,Saudi,He did not leave the house,Unemployed,Car Only
2009804,20098,4,Male,26,Saudi,On vacation,Full Time Employed,Car Only
2009805,20098,5,Male,29,Saudi,Yes,Unemployed,Car Only
2009806,20098,6,Female,34,Saudi,Yes,Full Time Employed,Car Only
2009807,20098,7,Male,15,Saudi,Yes,Student - Primary School,No License
